id,sku,group_code,product_name,description,weight,sale_price,regular_price,categories,Subcategories,stock_quantity,STATUS,images, Γεύση,ΣΥΣΚΕΥΑΣΙΑ
4799,2248-41907,,Κώνος 46cm 300gr 13 τρύπες,,,5.8,5.8,AMILA, Sports; Εξοπλισμός - Αξεσουάρ Προπόνησης Ποδοσφαίρου; Ποδόσφαιρο,668,A,https://madfit.gr/wp-content/uploads/2024/02/41907.jpg,,
4801,23876-84803,,Δίσκος AMILA Splash Bumper 50mm 5Kg,"<p><html><head></head><body></p>
<p>Η σειρά δίσκων ολυμπιακού τύπου AMILA Splash είναι φτιαγμένοι από υψηλής ποιότητας 100% πρωτογενές λάστιχο κανονικής καθαρότητας. Η επιτρεπόμενη διακύμναση του βάρους είναι +/-1% (δηλαδή σε βάρος 20Kg η διακύμανση που μπορεί να γίνει αποδεκτή φτάνει τα 200gr). Είναι ιδανικοί για CrossFit όπου η απόλυτη ακρίβεια στο βάρος δεν είναι το ζητούμενο.</p>
<p>Σκληρότητα Λαστίχου:<br />Η Shore Durometer είναι μια από τις μετρήσεις που μπορούμε να κάνουμε στο ελαστικό. Μια υψηλή μέτρηση (δηλάδη υψηλή σκληρότητα) σημαίνει μικρότερη αναπήδηση στις πτώσεις. Μεγάλες εταιρίες στον ανταγωνισμό κυμαίνονται μεταξύ 78 και 88 μονάδων μέτρησης. Τα ελαστικά που χρησιμοποιούμε στα προϊόντα AMILA ξεπερνούν ακόμα και τις μέγιστες τιμές του ανταγωνισμού καταδεικνύοντας τα υψηλά standards των επιλογών μας</p>
<p>A-Plates<br />Η σειρά AMILA Splash ανηκεί σε μια κατηγορία των Bumpers που λέγεται A-Plates. Η κατηγορία αυτή είναι κατασκευασμένη από ένα ειδικό μείγμα λάστιχου. Η επιφανειακή στρώση είναι πιο μαλακή προσφέροντας μεγαλύτερη προστασία στο πάτωμα και μείωση θορύβου, ενώ η εσωτερική είναι πιο σκληρή για αυξημένη αντοχή</p>
<p>Σχεδιασμός Δισκών:<br />Όλοι οι δίσκοι έχουν την ίδια διάμετρο (O45cm) σε όλα τα κιλά (εκτός των 5 κιλών που είναι 40cm). Το μόνο που διαφοροποιείται στις διαστάσεις είναι το πάχος. Το χρώμα του λάστιχου είναι μαύρο, ενώ το λογότυπο AMILA και τα κιλά είναι ανάγλυφα σε&nbsp;λευκό χρώμα κάνοντας τα ευδιάκρητα. Πρωταγωνιστικό ρόλο παίζουν και&nbsp;τα πολύχρωμα ""Splashes"" ή ""Πιτσιλιές"" όπως έχει επικρατήσει τα οποία είναι χρωματισμένα διαφορετικά ανάλογα με τα κιλά, βοηθώντας στο color coding. Πιο συγκεκριμένα, όπως και στους άλλους δίσκους Bumper της AMILA που θα βρούμε χρώμα, η αντιστοιχία είναι η εξής</p>
<p>-5Kg Γκρι<br />-10Kg Πρασινο<br />-15Kg Κίτρινο<br />-20Kg Μπλε<br />-25Kg Κόκκινο</p>
<p></body></html></p>
",,31.9,31.9,AMILA, Fitness; Δίσκοι; Ελεύθερα Βάρη,-42,A,"https://madfit.gr/wp-content/uploads/2024/02/84803.jpg,https://madfit.gr/wp-content/uploads/2024/02/84803_1.jpg",,
4804,23204-84656,,"Aλτήρας Στρογγυλός PU Series - 27,50Kg","<p><html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1253""><title>Blank page</title></p>
<style></style>
<p></head><body></p>
<p>Η AMILA έχει δημιουργήσει πολλές σειρές αλτήρων προκειμένου να επιλέξετε εκείνη που σας ταιριάζει περισσότερο. Η σειρά PU Series, ανήκει στην κατηγορία των&nbsp;Premium προϊόντων, με την υπογραφή της AMILA. Υψηλής ποιότητας υλικά, άρτια εξωτερική εμφάνιση, ιδιαίτερη διαδικάσια παραγωγής και χρωμιώσης της λαβής, χαραγμένο Knurl είναι απο τα χαρακτηριστικά που συνθέτουν ένα προϊόν για αυτούς που θέλουν το κάτι παραπάνω.</p>
<p><strong>Υλικό PU - Λεπτό Προφίλ<br /></strong>Η σειρά αλτήρων PU της AMILA είναι μια exclusive επιλογή για αυτούς που δεν ψάχνουν μόνο την λειτουργικότητα αλλά και την καλαισθησία. Κατασκευασμένοι εξωτερικά από πολυουρεθάνη, ένα πολύ σκληρό πλαστικό, εγγυόνται την καλύτερη αντοχή σε σημάδια στην εξωτερική εμφάνιση, αλλά και την προστασία του πατώματος του γυμναστηρίου ή του σπιτιού σας.&nbsp;Το λογότυπο AMILA είναι σε κόκκινο χρώμα,&nbsp;και τα&nbsp;κιλά σε ελαφρύ γκρι, και&nbsp;θα παραμείνουν στην θέση τους αναλλοίωτα καθώς είναι ενσωματωμένα στο υπόλοιπο σώμα. Σε περίπτωση που επιλέξετε αυτή την σειρά είναι σίγουρο ότι δεν θα μπορείτε να γυρίσετε σε άλλη.</p>
<p>Σε αντίθεση με τα κλασικά εξάγωνα με επένδυση λαστίχου, τα AMILA PU έχουν λεπτό προφίλ, μειώνοντας τον όγκο του αλτήρα, κάνοντας τον χώρο σας να μοιάζει πιο lux</p>
<p><strong>Ίσια Αντιολισθητική Λαβή Χρωμίου</strong><br />Η λαβή της σειράς αλτήρων Amila PU Series, είναι κατασκευασμένη από ατσάλι και χρωμιωμένη για καλύτερη αντοχή έναντι της σκουριάς. Το μήκος της λαβής ειναι 15 εκατοστά, ενώ το πάχος ειναι 32.2 χιλιοστά. Το αντιολισθητικό μέρος της λαβής (knurl) μοτίβου διαμαντού, μεγέθους 13 εκατοστών, δεν ιδαίτερα τραχύ, δίνοντας σας την δυνατότητα να χρησιμοποιήσετε τους αλτήρες ακόμα και χωρίς γάντια.</p>
<p></body></html></p>
",,154.6,154.6,AMILA, Fitness; Αλτήρες; Ελεύθερα Βάρη,2,A,https://madfit.gr/wp-content/uploads/2024/02/84656.jpg,,
4806,23253-84691,,AMILA Kettlebell Plastic Series 4Kg,"<p><html><head></head><body></p>
<p>Η AMILA έχει δημιουργήσει αρκετές σειρές Kettlebell για να μπορείτε να βρείτε τον τύπο που σας εξυπηρετεί καλύτερα. Η σειρά Plastic Series είναι ιδανική για όποιος ψάχνει ένα Kettlebell οικονομικό, σε πιο χαμηλά κιλά και φιλικό προς το πάτωμα του σπιτιού.</p>
<p>Η σειρά Plastic Series είναι η πιο οικονομική σειρά Kettlebell, προσφέροντας μια πολύ καλή σχέσης ποιότητας τιμής. Το εξωτερικό περίβλημα είναι κατασκευασμένο από πλαστικό, ενώ η γέμιση μέσα είναι από τσιμέντο. Υπάρχει χρωματική λεπτομέρεια επάνω στο Kettlebell ή οποία εκφράζει το διαφορετικό βάρος. Αρκετά μεγάλες λαβές για άνετο πιάσιμο και ασφάλεια. Στη βάση του θα βρείτε «ποδαράκια» λαστιχένια για να κάθεται το Kettlebell στο πάτωμα με ασφάλεια χωρίς να φοβάστε μην αφήσει κάποιο σημάδι.</p>
<ul>
<li>Ενισχύστε την δύναμη, την αντοχή και τον συντονισμό σας</li>
<li>Βελτιώστε το καρδιοαναπνευστικό σας</li>
<li>Γυμνάστε όλο το σώμα, κάψτε θερμίδες</li>
<li>Ενεργοποιήστε τον κορμό και τους σταθεροποιητικούς μύες σας</li>
<li>Βελτιώστε την κίνηση, την ευελιξία και την ταχύτητα σας</li>
</ul>
<p>Η σειρά Plastic Series είναι διαθέσιμη στους παρακάτω κωδικούς και κιλά:
</p>
<table align=""left"" style=""width: 137px; height: 166px;"" border=""1"">
<tbody>
<tr>
<td>
<p align=""center"">Κωδ.</p>
</td>
<td>
<p align=""center"">Kg</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84690</p>
</td>
<td>
<p align=""center"">2</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84694</p>
</td>
<td>
<p align=""center"">3</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84691</p>
</td>
<td>
<p align=""center"">4</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84695</p>
</td>
<td>
<p align=""center"">5</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84692</p>
</td>
<td>
<p align=""center"">6</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">84693</p>
</td>
<td>
<p align=""center"">8</p>
</td>
</tr>
</tbody>
</table>
<p align=""center""></p>
<p></p>
<p></p>
</p>
<p>Αν και υπάρχουν ενδείξεις ότι τα βάρη τύπου Kettlebell χρησιμοποιόντουσαν από τους αρχαίους Ρωμαίους και Έλληνες, η λέξη «Kettlebell» ή «Δράμι», όπως είναι η ελληνική ονομασία, εμφανίστηκε σε ένα Ρωσικό λεξικό περί της αρχής του 17ου αιώνα μ.Χ. Το 1948 το Kettlebell είχε μπει για τα καλά στην ζωή των Ρώσων και γίνεται εθνικό σπορ της Ρωσίας.</p>
<p>Η δημοφιλία αυτού του περίεργου οπτικά βάρους σαν αξεσουάρ γυμναστικής διαδόθηκε γρήγορα σε όλο τον κόσμο, καθώς μπορεί να γυμνάσει πολλές μυϊκές ομάδες, να παρέχει μια συνολική προπόνηση σε μικρό χρονικό διάστημα. Το ασκησιολόγιο είναι πραγματικά μεγάλο.</p>
<p></body></html></p>
",,7.8,7.8,AMILA, Fitness; Kettlebell; Ελεύθερα Βάρη,163,A,"https://madfit.gr/wp-content/uploads/2024/02/84691.jpg,https://madfit.gr/wp-content/uploads/2024/02/84691_1.jpg",,
4809,20526-88154,,"Δαχτυλίδι για Pilates (Μωβ, μαλακό)","<p><html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1253""><title>Blank page</title></p>
<style></style>
<p></head><body></p>
<p>Τέλειο για Pilates και ασκήσεις που χρειάζονται αντίσταση, το&nbsp;μαλακό δαχτυλίδι AMILA Pilates Ring είναι ένα εργαλείο που λειτουργεί καλά για ένα αρκετά μεγάλο εύρος ασκήσεων, είτε γυμνάζεσαι στο σπίτι είτε στο γυμναστήριο. <br />Χρησιμοποιείστε το για την ενδυνάμωση των χεριών, του στήθους, των ποδιών, της πλάτης, των κοιλιακών και του κορμού. Είναι κατασκευασμένο να αντέχει την πίεση απο οποιαδήποτε γωνία, επιτρέποντας σας να επιτύχετε την πιο αποτελεσματική προπόνηση.</p>
<p><strong>Δύο καμπυλωτές&nbsp;αντιολισθητικές&nbsp;λαβές</strong><br />Το δαχτυλίδι έχει 2 καμπυλωτές λαβές (από μέσα και από έξω) κάνοντάς το εύκολο και άνετο να το κρατήσει κάποιος σωστά και σταθερά, είτε το πιέζει με τα 2 χέρια,&nbsp;είτε με το ένα χέρι προς το έδαφος. Οι καμπυλωτές λαβές, το κάνουν επίσης εύκολο να κρατηθεί και να πιεστεί με τα γόνατα, ή απο τους αστραγάλους</p>
<p><strong>Σταθερή αντίσταση</strong><br />Φτιαγμένο από Fiberglass και EVA, το δαχτυλίδι έχει μια σταθερή και αξιόπιστη αντίσταση. Διατίθεται σε 3 αντιστάσεις</p>
<p></body></html></p>
",,23,23,AMILA, Fitness; Yoga - Pilates; Αξεσουάρ Yoga - Pilates,0,A,"https://madfit.gr/wp-content/uploads/2024/02/88154.jpg,https://madfit.gr/wp-content/uploads/2024/02/88154_1.jpg",,
4812,20619-84538,,"Αλτήρας Εξάγωνος Rubber Cover Class A - 8,0Kg","<p><html><head></head><body></p>
<p>Η AMILA έχει δημιουργήσει πολλές σειρές αλτήρων προκειμένου να επιλέξετε εκείνη που σας ταιριάζει περισσότερο. Η σειρά Rubber Cover A, ανήκει στην κατηγορία των ""κλασικών εξάγωνων"" φυσικά με την υπογραφή AMILA. Υψηλής ποιότητας μείγμα λάστιχου, προσεγμένη διαδικάσια παραγωγής και χρωμιώσης της λαβής, χαραγμένο Knurl στις σωστές θέσεις συνθέτουν ένα αναβαθμισμένο από τα κλασικά&nbsp;προϊόν</p>
<p><strong>Ποιότητα AMILA<br /></strong>Η σειρά αλτήρων Rubber Cover A της AMILA είναι κατασκευασμένη από υψηλής ποιότητας μίγμα λάστιχου (30% πρωτογενές) για καλύτερη αντοχή και προστασία τόσο του πατώματος όσο και του ίδιου του αλτήρα. Μια επιλογή που θα σας αφήσει ικανοποιημένους καθώς συνδυάζει την τιμή με την ποιότητα με την αξιοπιστία της AMILA.</p>
<p>Την ποιότητα του λαστίχου μπορείτε να την ελέγξετε ""μπήγοντας"" το νύχι σας. Εάν είναι καλή η ποιότητα θα νιώσετε το νύχι σαν να μπαίνει προς τα μέσα καθώς θα είναι πιο μαλακό </p>
<p>Το λογότυπο AMILA είναι ανάγλυφο, από καλούπι. Έτσι είστε σίγουροι οτι η εξωτερική εμφανίση θα κρατηθεί για καιρό.</p>
<p><strong>Άνετη Αντιολισθητική Λαβή</strong><br />Η λαβή της σειράς αλτήρων Amila Rubber Cover Class A, είναι κατασκευασμένη από ατσάλι χρωμιωμένο για καλύτερη αντοχή έναντι της σκουριάς. Το μήκος της λαβής είναι 13,5 εκατοστά. Το αντιολισθητικό μέρος (Knurl), μοτίβου διαμαντιού χωρίζεται σε 3 κομμάτια τα οποία έχουν τέτοιες αποστάσεις ώστε να εφάπονται ακριβώς τα δάχτυλα στα σωστά σημεία, και είναι σχετικά τραχύ. Το πάχος της λαβής στο κέντρο είναι 35.8 χιλιοστά ενώ στις άκρες 31.3 χιλιοστά προσφέροντας ένα άνετο, και δυνατό κράτημα αυξάνοντας την αποδοτικότητα της άσκησης σας.</p>
<p></body></html></p>
",,28.4,28.4,AMILA, Fitness; Αλτήρες; Ελεύθερα Βάρη,20,A,"https://madfit.gr/wp-content/uploads/2024/02/84538.jpg,https://madfit.gr/wp-content/uploads/2024/02/84538_1.jpg,https://madfit.gr/wp-content/uploads/2024/02/84538_2.jpg",,
4816,15103-44500,,AMILA Kettlebell Cast Iron Rubber Base 4Kg,"<p><html><head></head><body></p>
<p>Η AMILA έχει δημιουργήσει αρκετές σειρές Kettlebell για να μπορείτε να βρείτε τον τύπο που σας εξυπηρετεί καλύτερα. Η σειρά&nbsp;AMILA Kettlebell Cast Iron Rubber Base&nbsp;σχεδιασμένη Industrial look,&nbsp; με λάστιχο στην βάση θα&nbsp;δώσει αντίστοιχο στυλ στον χώρο σας.</p>
<p>Η σειρά Cast Iron Rubber Base είναι μια Industrial εκδοχή Kettlebell φτιαγμένη από μαντέμι, το οποίο έχει επεξεργαστεί και ψηθεί σε ειδικούς φούρνους ενώ στο τέλος έχει περαστεί ειδικό βερνίκι για προστασία και γυαλάδα. Στην βάση θα βρείτε βιδωμένη επένδυση λάστιχου για την προστασία του πατώματος σας. Αρκετά μεγάλες λαβές για άνετο πιάσιμο, ενώ χάριν της επιφάνειας του Kettlebell οι λαβές είναι αρκετά αντιολισθητικές για να μην σας γλιστράει το Kettlebell καθ’ όλη την διάρκεια της άσκησης.</p>
<ul>
<li>Ενισχύστε την δύναμη, την αντοχή και τον συντονισμό σας</li>
<li>Βελτιώστε το καρδιοαναπνευστικό σας</li>
<li>Γυμνάστε όλο το σώμα, κάψτε θερμίδες</li>
<li>Ενεργοποιήστε τον κορμό και τους σταθεροποιητικούς μύες σας</li>
<li>Βελτιώστε την κίνηση, την ευελιξία και την ταχύτητα σας</li>
</ul>
<p>Η σειρά Cast Iron Rubber Base είναι διαθέσιμη στους παρακάτω κωδικούς και κιλά:
</p>
<table align=""left"" style=""width: 137px; height: 166px;"" border=""1"">
<tbody>
<tr>
<td>
<p align=""center"">Κωδ.</p>
</td>
<td>
<p align=""center"">Kg</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44500</p>
</td>
<td>
<p align=""center"">4</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44521</p>
</td>
<td>
<p align=""center"">6</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44501</p>
</td>
<td>
<p align=""center"">8</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44522</p>
</td>
<td>
<p align=""center"">10</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44502</p>
</td>
<td>
<p align=""center"">12</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44503</p>
</td>
<td>
<p align=""center"">16</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44508</p>
</td>
<td>
<p align=""center"">20</p>
</td>
</tr>
<tr>
<td>
<p align=""center"">44510</p>
</td>
<td>
<p align=""center"">24</p>
</td>
</tr>
</tbody>
</table>
<p align=""center""></p>
<p></p>
<p>&nbsp;
</p>
<p></p>
<p>Αν και υπάρχουν ενδείξεις ότι τα βάρη τύπου Kettlebell χρησιμοποιόντουσαν από τους αρχαίους Ρωμαίους και Έλληνες, η λέξη «Kettlebell» ή «Δράμι», όπως είναι η ελληνική ονομασία, εμφανίστηκε σε ένα Ρωσικό λεξικό περί της αρχής του 17ου αιώνα μ.Χ. Το 1948 το Kettlebell είχε μπει για τα καλά στην ζωή των Ρώσων και γίνεται εθνικό σπορ της Ρωσίας.</p>
<p>Η δημοφιλία αυτού του περίεργου οπτικά βάρους σαν αξεσουάρ γυμναστικής διαδόθηκε γρήγορα σε όλο τον κόσμο, καθώς μπορεί να γυμνάσει πολλές μυϊκές ομάδες, να παρέχει μια συνολική προπόνηση σε μικρό χρονικό διάστημα. Το ασκησιολόγιο είναι πραγματικά μεγάλο.</p>
<p></body></html></p>
",,14,14,AMILA, Fitness; Kettlebell; Ελεύθερα Βάρη,152,A,"https://madfit.gr/wp-content/uploads/2024/02/44500-scaled.jpg,https://madfit.gr/wp-content/uploads/2024/02/44500_1-scaled.jpg,https://madfit.gr/wp-content/uploads/2024/02/44500_2-scaled.jpg,https://madfit.gr/wp-content/uploads/2024/02/44500_3-scaled.jpg",,
4821,21312-42857,,Τραπέζι Ping Pong Εσωτερικού Χώρου Stag Hobby 19mm Μαύρο,"<p>
    Το τραπέζι Ping Pong εσωτερικού χώρου Hobby 19 της Stag ανήκει στην<br />
    κατηγορία των entry-medium level τραπεζιών της εταιρίας με αρκετά ποιοτικά<br />
    χαρακτηριστικά. Ο τύπος  του τραπεζιού είναι των 2 ξεχωριστών φύλλων τα<br />
    οποία μπορούν να μεταφερθούν  στον χώρο εύκολα με τις ρόδες που διαθέτουν.<br />
    Διαθέτει κλείδωμα ασφαλείας για να  μπορείτε να σηκώνεται όρθια τα φύλλα και<br />
    να αποθηκεύετε το τραπέζι με ασφάλεια.  Το τραπέζι Hobby 19 είναι  ένα από<br />
    τα καλύτερα τραπέζια για να ξεκινήσετε να παίζετε Ping Pong.
</p>
<p><H4><br />
    <strong>Χαρακτηριστικά και Εργονομία</strong><br />
</H4></p>
<p>
    Δίχτυ Ρυθμιζόμενο με Clip:  Τοποθετήστε το δίχτυ με το Clip σε πολύ γρήγορο<br />
    χρόνο και ξεκινήστε να παίζετε. Ρυθμίστε εύκολα  το τέντωμα με την χρήση του<br />
    γάντζου.
</p>
<p>
    Εύκολα Ρυθμιζόμενα Πόδια: Το τραπέζι εσωτερικού χώρου Hobby 19 είναι<br />
    εξοπλισμένο με ρυθμιστή  ποδιών. Απλώς γυρίστε την ροδέλα για να ρυθμίσετε<br />
    το τραπέζι σας στο σωστό  επίπεδο. Απλό και αποτελεσματικό.
</p>
<p><H4><br />
    <strong>Εμπειρία Παιξίματος</strong><br />
</H4></p>
<p>
    Καλή Ποιότητα Αναπήδησης: Η επιφάνεια παιξίματος του  τραπεζιού Hobby 19<br />
    είναι πάχους 19 χιλιοστών η οποία προσφέρει πολύ καλή αναπήδηση (bounce) που<br />
    είναι ιδανική για καθημερινό αλλά και πιο ανταγωνιστικό παιχνίδι. Παίξτε με<br />
    φίλους ή οικογένεια, το τραπέζι ταιριάζει τόσο για αρχάριους όσο και πιο<br />
    έμπειρους παίχτες. Διαθέτει επίστρωση πολυουρεθάνης για την μείωση<br />
    αντανακλάσεων  αλλά και την διατήρηση της επιφάνειας παιξίματος.
</p>
<p>
    Πλαίσιο για να διατηρεί το Πάνελ ίσιο: Το πλαίσιο που υποστηρίζει την<br />
    επιφάνεια είναι από ατσάλι 25x35mm, το οποίο διασφαλίζει ότι τα  πάνελ θα<br />
    διατηρηθούν επίπεδα.
</p>
<p>
    <strong>Ασφάλεια - Αντοχή</strong> - <strong>Φορητότητα</strong>
</p>
<p>
    Ασφαλές Σύστημα Κλειδώματος: Το τραπέζι Hobby 19 διαθέτει σύστημα<br />
    κλειδώματος για ασφαλή αποθήκευση όταν  παραμένει όρθιο. Το τραπέζι ανοίγει<br />
    και κλείνει χωρίς κόπο απλά με την απελευθέρωση  του μοχλού.
</p>
<p>
    2 Ξεχωριστά φύλλα: Το τραπέζι Hobby 19 είναι κατηγορίας 2 ξεχωριστών φύλλων,<br />
    αυτό σημαίνει ότι μπορείτε  να αποθηκεύσετε και να μεταφέρετε πολύ εύκολα το<br />
    κάθε φύλλο ξεχωριστά. Κάθε φύλλο  έχει 4 ρόδες οι 2 από αυτές διαθέτουν<br />
    φρένο.</p>
",,365,365,AMILA, Ping-Pong; Sports; Τραπέζια Ping-Pong,-1,A,"https://madfit.gr/wp-content/uploads/2024/02/42857.jpg,https://madfit.gr/wp-content/uploads/2024/02/42857_1.jpg,https://madfit.gr/wp-content/uploads/2024/02/42857_2.jpg,https://madfit.gr/wp-content/uploads/2024/02/42857_3.jpg",,
4826,23199-84651,,"Aλτήρας Στρογγυλός PU Series - 15,00Kg","<p><html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1253""><title>Blank page</title></p>
<style></style>
<p></head><body></p>
<p>Η AMILA έχει δημιουργήσει πολλές σειρές αλτήρων προκειμένου να επιλέξετε εκείνη που σας ταιριάζει περισσότερο. Η σειρά PU Series, ανήκει στην κατηγορία των&nbsp;Premium προϊόντων, με την υπογραφή της AMILA. Υψηλής ποιότητας υλικά, άρτια εξωτερική εμφάνιση, ιδιαίτερη διαδικάσια παραγωγής και χρωμιώσης της λαβής, χαραγμένο Knurl είναι απο τα χαρακτηριστικά που συνθέτουν ένα προϊόν για αυτούς που θέλουν το κάτι παραπάνω.</p>
<p><strong>Υλικό PU - Λεπτό Προφίλ<br /></strong>Η σειρά αλτήρων PU της AMILA είναι μια exclusive επιλογή για αυτούς που δεν ψάχνουν μόνο την λειτουργικότητα αλλά και την καλαισθησία. Κατασκευασμένοι εξωτερικά από πολυουρεθάνη, ένα πολύ σκληρό πλαστικό, εγγυόνται την καλύτερη αντοχή σε σημάδια στην εξωτερική εμφάνιση, αλλά και την προστασία του πατώματος του γυμναστηρίου ή του σπιτιού σας.&nbsp;Το λογότυπο AMILA είναι σε κόκκινο χρώμα,&nbsp;και τα&nbsp;κιλά σε ελαφρύ γκρι, και&nbsp;θα παραμείνουν στην θέση τους αναλλοίωτα καθώς είναι ενσωματωμένα στο υπόλοιπο σώμα. Σε περίπτωση που επιλέξετε αυτή την σειρά είναι σίγουρο ότι δεν θα μπορείτε να γυρίσετε σε άλλη.</p>
<p>Σε αντίθεση με τα κλασικά εξάγωνα με επένδυση λαστίχου, τα AMILA PU έχουν λεπτό προφίλ, μειώνοντας τον όγκο του αλτήρα, κάνοντας τον χώρο σας να μοιάζει πιο lux</p>
<p><strong>Ίσια Αντιολισθητική Λαβή Χρωμίου</strong><br />Η λαβή της σειράς αλτήρων Amila PU Series, είναι κατασκευασμένη από ατσάλι και χρωμιωμένη για καλύτερη αντοχή έναντι της σκουριάς. Το μήκος της λαβής ειναι 15 εκατοστά, ενώ το πάχος ειναι 32.2 χιλιοστά. Το αντιολισθητικό μέρος της λαβής (knurl) μοτίβου διαμαντού, μεγέθους 13 εκατοστών, δεν ιδαίτερα τραχύ, δίνοντας σας την δυνατότητα να χρησιμοποιήσετε τους αλτήρες ακόμα και χωρίς γάντια.</p>
<p></body></html></p>
",,84.5,84.5,AMILA, Fitness; Αλτήρες; Ελεύθερα Βάρη,1,A,"https://madfit.gr/wp-content/uploads/2024/02/84651.jpg,https://madfit.gr/wp-content/uploads/2024/02/84651_1.jpg",,
4829,19886-48415,,Μπάλα Γυμναστικής AMILA GYMBALL 75cm Χρυσή Bulk,"<p><html><head></head><body></p>
<p>Με την δύναμη του Pilates, γυμνάστε γλουτούς, κοιλιακούς, ηρεμίστε από τους πόνους της εγκυμοσύνης και άλλα πολλά με την AMILA GYMBALL</p>
<p>Κατασκευασμένη από&nbsp;USA&nbsp;PVC με ιδιαίτερη αντοχή, αντιολισθητικότητα και τεχνολογία Antiburst. Η τεχνολογία Antiburst σας προστατεύει σε περίπτωση τρυπήματος της μπάλας να μην τραυματιστείτε από την εκτόνωση του αέρα. Η AMILA GYMBALL μπορεί να χρησιμοποιηθεί εκτός από αξεσουάρ εκγύμνασης σαν καρέκλα στο γραφείο σας, ή στο σπίτι σας. Καθήμενοι σε μια AMILA GYMBALL έχετε καλύτερη στάση σώματος, καλύτερη κυκλοφορία του αίματος, μείωση στους πόνους της μέσης καλύτερη ισορροπία αλλά και εκγύμναση του κορμού και των κοιλιακών λόγω ενεργοποίησης των σταθεροποιητικών μυών. Συνδύαστε το κάλυμμα από τσόχα της AMILA <em>(Κωδ 95887 )</em> για αντοχή αλλά και καλαισθησία σε περίπτωση που θέλετε να χρησιμοποιήσετε την AMILA GYMBALL σαν καρέκλα</p>
<p><strong>Η μπάλα που φέρνει την ισορροπία!</strong></p>
<p>Η AMILA GYMBALL προστατεύει την θέση σας. Φέρνοντας σε ισορροπία το σώμα σας με την μπάλα ισορροπίας της AMILA μπορεί να:</p>
<p>•&nbsp;Στηρίξει την μέση σας<br />•&nbsp;Να μειώσει τον οσφυϊκό πόνο<br />•&nbsp;Βελτιώσει την κινητικότητα του<br />•&nbsp;Βελτιώσει την εξάσκηση στο Pilates<br />•&nbsp;Αντικαταστήσει την καρέκλα σας.</p>
<p><strong>Γραμμώστε με απλές ασκήσεις.</strong></p>
<p>Κάντε την γράμμωση που θέλετε και τονώστε του μυς σας χρησιμοποιώντας την AMILA GYMBALL</p>
<p>•&nbsp;Γυμνάστε τα πόδια σας με ασκήσεις απαγωγών, reverse bridges και Toe Raises<br />•&nbsp;Ενδυναμώστε τους κοιλιακούς με Ball Crunches, Reverse Crunches, Sit-Ups και Rollouts<br />•&nbsp;Ενδυναμώστε τους δικέφαλους και τετρακέφαλους με έλξεις και εκτάσεις<br />•&nbsp;«Χτίστε» την πλάτη σας με Hyperextensions, κωπηλατική και bridges<br />•&nbsp;Σμιλεύστε το στήθος σας, με incline presses, Push-Ups, Chest Flies, Bear Hugs</p>
<p>Μπορείτε να δείτε μερικές ασκήσεις από το επίσημο κανάλι της AMILA στο YouTube ή πατώντας <a href=""https://www.youtube.com/watch?v=A4y9c9Stics&amp;list=PLPxlUFlD0pDeY2iIjOUtcO5TWgdbpO-6p"">εδώ</a></p>
<p>Επιλέξτε το μέγεθος βάσει του ύψους σας</p>
<p>Η AMILA προτείνει:</p>
<ul>
<li>AMILA GYMBALL 55cm: 155 – 170cm</li>
<li>AMILA GYMBALL 65cm: 170 – 180cm</li>
<li>AMILA GYMBALL 75cm: 180cm+</li>
</ul>
<p></body></html></p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/UL5jxS6_-H8"" title=""YouTube video player"" frameborder=""0""></iframe></p>
",,19.5,19.5,AMILA, Fitness; Gym Ball; Γενική Ενδυνάμωση,379,A,"https://madfit.gr/wp-content/uploads/2024/02/48415.jpg,https://madfit.gr/wp-content/uploads/2024/02/48415_1.jpg",,
4832,19954-80036,,Ολυμπιακή Μπάρα 220cm 20Kg 1500LBS 4 Ρουλεμάν Επίστρωση Χρώμιο,,,192,192,AMILA, Fitness; Ελεύθερα Βάρη; Μπάρες,130,A,https://madfit.gr/wp-content/uploads/2024/02/80036-scaled.jpg,,
